Breast	SVM	1.0	0.7777777777777778	0.923076923076923	0.923076923076923	0.7272727272727273	0.8702408702408702	0.010282008417206548
ecoli	SVM	1.0	0.8695652173913043	0.9473684210526316	0.9	0.6956521739130435	0.8825171624713958	0.010679965858333033
glass	SVM	0.6666666666666666	0.7027027027027025	0.7027027027027025	0.75	0.888888888888889	0.7421921921921921	0.00608076545013483
haberman	SVM	0.3846153846153846	0.5185185185185185	0.48484848484848486	0.5625	0.4615384615384615	0.48240416990416995	0.003544717432796947
heart	SVM	0.7916666666666666	0.8260869565217391	0.9019607843137256	0.851063829787234	0.8333333333333334	0.8408223141245397	0.0013064588908238725
iris	SVM	1.0	1.0	0.9473684210526316	0.9523809523809523	0.9523809523809523	0.9704260651629074	0.000586428477208058
libras	SVM	0.9655172413793104	0.9655172413793104	0.888888888888889	0.8333333333333333	0.5454545454545454	0.8397422500870778	0.02414008325729582
liver	SVM	0.6666666666666667	0.65625	0.746268656716418	0.6538461538461539	0.7272727272727274	0.6900608409003932	0.0015092013910203636
segment	SVM	0.9924812030075187	0.9014084507042254	0.9692307692307692	0.7564102564102564	0.717948717948718	0.8674958794602976	0.012365150110354876
Vehicle	SVM	0.975	1.0	0.9873417721518987	0.963855421686747	0.9743589743589743	0.980111233639524	0.00015426166658261096
wine	SVM	0.9285714285714286	0.9655172413793104	1.0	1.0	1.0	0.9788177339901477	0.000809531898371714
yeast	SVM	0.7000000000000001	0.5	0.45454545454545453	0.4285714285714285	0.18181818181818182	0.45298701298701294	0.027471344240175416
Breast	SMOTE-SVM	0.875	0.8571428571428571	0.923076923076923	1.0	0.8333333333333333	0.8977106227106226	0.0034825034550309297
ecoli	SMOTE-SVM	1.0	0.8695652173913043	0.9473684210526316	0.9	0.7826086956521738	0.8999084668192218	0.005390143950065198
glass	SMOTE-SVM	0.6923076923076924	0.7096774193548386	0.6857142857142857	0.888888888888889	0.888888888888889	0.7730954350309188	0.009000043451043443
haberman	SMOTE-SVM	0.4444444444444445	0.5161290322580646	0.7000000000000001	0.625	0.5625	0.5696146953405019	0.007729357279582741
heart	SMOTE-SVM	0.7843137254901961	0.8260869565217391	0.9019607843137256	0.8333333333333334	0.8260869565217391	0.8343563512361467	0.0014424872213609895
iris	SMOTE-SVM	1.0	1.0	1.0	0.9523809523809523	0.9090909090909091	0.9722943722943723	0.0013388054946496517
libras	SMOTE-SVM	0.9655172413793104	0.9655172413793104	0.9285714285714286	0.962962962962963	1.0	0.9645137748586026	0.0005111086678130191
liver	SMOTE-SVM	0.6666666666666667	0.6666666666666666	0.7058823529411765	0.6538461538461539	0.7272727272727274	0.6840669134786783	0.0007722974471105256
segment	SMOTE-SVM	0.9924812030075187	0.9402985074626866	1.0	0.7647058823529411	0.8529411764705883	0.9100853538587469	0.008037440388605181
Vehicle	SMOTE-SVM	0.9629629629629629	1.0	0.9873417721518987	1.0	0.9743589743589743	0.9849327418947672	0.00021086474132250415
